title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
data architectdata modeller  sydney,22-02-2023,Ayan Infotech,,825.0,day,"Contract, Fixed term",,False,,Sydney Central Business District,New South Wales,,,"azure,cloud",analytics,"management,leading a team,communication,leadership,data management"
enterprise data architect,23-02-2023,Continuum Jobs,,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"cloud,power bi,azure,lambda,sql","ai,analytics,etl,statistics",it
comms and data technician,24-02-2023,Premier Industrial,,,,Fulltime,,False,,Roxby Downs,South Australia,-30.5625,136.8785,,,
data modeler,23-02-2023,Aurec Human Capital Group,,170000.0,year,Fulltime,Masters,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"hive,spark,oracle",,"management,data management,flexible"
senior data steward,21-02-2023,Easy Authoring,,650.0,day,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,,analytics,"management,risk management,data management,project management"
database administrator expert,23-02-2023,Modis,,,,,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"postgres,oracle,cloud,mongodb,postgresql",tuning,"training,management,it,consulting,communication,troubleshooting,administration"
senior data engineer,23-02-2023,Mirvac,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"azure,snowflake,aws,cloud","analytics,optimization,pipeline","it,analysis,collaboration,reporting"
principal data engineer,24-02-2023,EnergyAustralia,,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"redshift,aws,cloud",machine learning,"training,leading a team,leadership,flexible,organisation,reporting"
master data specialist mechanical engineer,23-02-2023,Lorg Talent,,107500.0,year,"Fulltime, Permanent",Masters,False,,Brisbane,Queensland,-27.4678,153.0281,"oracle,sql",,"training,management,mentoring,flexible,innovative,data management,reporting"
data architect,23-02-2023,Illuminated Solutions,,,,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,sql,analytics,"management,planning"
project engineer  telco data and ip,22-02-2023,Ventia Pty Limited,,,,,,False,,Kingsgrove,New South Wales,,,,,"analytical,coordination,management,flexible,reporting"
aps5 secretariat  data officer,23-02-2023,HAYS,,,,Contract,,True,Hybrid,Canberra,Australian Capital Territory,-35.2931,149.1269,,,"motivated,management,organisational,communication,writing,data entry,administration,planning,decision making"
senior data engineer,23-02-2023,Profusion Group,,1150.0,week,"Contract, Fixed term",,False,,Melbourne,Victoria,-37.8136,144.9631,"dash,plotly,aws,python",,analytical
senior manager  wealth asset management  data and analytics,22-02-2023,EY,,90000.0,year,,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,excel,,"collaboration,management,it,project management,consulting,communication,organisation"
azure data engineer,21-02-2023,Paxus Australia Pty Ltd,,,,"Contract, Fixed term",,False,,Western Australia,,,,"sql server,azure,sql,cloud",machine learning,"analytical,team player,innovative,analysis,reporting"
database register officer  pathway,24-02-2023,MCJ Appointments,,36.0,hour,"Contract, Fixed term",,False,,Bankstown,New South Wales,,,c,unsupervised,"management,literacy,communication,attention to detail,computer literacy,planning"
officers office of the national data commissioner,22-02-2023,Department of Finance,,,,"Fulltime, Parttime",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,,"management,it,data management,mentoring"
data stewarddata governance,21-02-2023,Ethos BeathChapman,,650.0,week,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,,"cluster,analytics","management,risk management,data management,reporting"
senior spatial data engineer,23-02-2023,Randstad,,,,"Contract, Fixed term",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"tableau,sql,power bi",,"management,analysis,data management"
senior database administrator,23-02-2023,Paxus Australia Pty Ltd,,,,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"postgres,oracle,python,mongodb,postgresql,perl",tuning,"troubleshooting,administration"
data collection representatives,23-02-2023,Programmed,,32.3,hour,Fulltime,,False,,Westfield Southland,Victoria,,,,statistics,"respectful,training,it,communication,resilience,confidence,flexible,time management,analysis,planning"
senior automation tester w etldata testing experience,22-02-2023,Opus Recruitment Solutions,,,,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,"cloud,docker,python,java,aws",etl,"consulting,confidence"
communications and data technician  dido roxby downs,21-02-2023,Mergent Group,,,,"Contract, Fixed term",,False,,Roxby Downs,South Australia,-30.5625,136.8785,,,"communication,organisation"
senior data engineer cloud,23-02-2023,The Recruitment Company,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"google cloud,gcp,cloud,azure,aws",analytics,reporting
principle data engineer,21-02-2023,M&T Resources,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,python,s3,aws,lambda,redshift",analytics,"it,resilience,flexible,reporting"
senior data engineerdesigner,21-02-2023,Capgemini,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"cloud,python,jupyter,azure,scikitlearn,aws,pandas,redshift,github,net,sql",ai,"management,it,consulting,communication,writing,flexible"
data scientist,23-06-2022,Fundo Loans,,129999.5,year,"Fulltime, Permanent",Masters,False,,Surry Hills,New South Wales,,,"r,google cloud,google analytics,aws,python","boosting,clustering,neural network,regression,machine learning,random forest,ab testing,decision tree,data mining,analytics,optimization,statistics","analysis,customer service,leadership,innovative,data analysis,communication,flexible,verbal communication"
biological collections data scientist,21-06-2022,CSIRO,4.1,127500.0,year,Fulltime,PhD or Doctorate,False,,Hobart,Tasmania,-42.8806,147.325,,"artificial intelligence,analytics,machine learning,research","research,flexible,leadership,training,collaboration,creativity,communication"
data entry work from home,22-06-2022,Your Business Listing Pty Ltd,,52500.0,year,"Fulltime, Permanent",,True,Fully,South Melbourne,Victoria,,,,,"planning,training,mentoring,data entry,flexible,coaching"
data tester,24-06-2022,360itservices,,110.0,hour,"Fulltime, Subcontract",,True,Fully,Canberra,Australian Capital Territory,-35.2931,149.1269,sql,"regression,cleansing","planning,energetic,enthusiastic"
administration and data entry consultant  energy distribution,21-06-2022,Startek,3.0,22.46,hour,Fixed term,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,,,"customer service,management,decision making,training,team player,time management,administration,communication,data entry,attention to detail"
data policy officer,23-06-2022,ACT Government,3.2,87227.0,year,"Fulltime, Fixed term",,True,Hybrid,Canberra,Australian Capital Territory,-35.2931,149.1269,,analytics,"it,training,enthusiastic"
data services representative,22-06-2022,KLDiscovery,,,,Fulltime,,False,,,,,,"sql,salesforce,excel",research,"research,customer service,training,it,teamwork,communication,dedication,attention to detail,emotional intelligence"
data quality and integrity specialist,22-06-2022,Monash University,4.1,97070.5,year,Fulltime,,False,,Clayton,Victoria,,,,research,"analysis,planning,research,project coordination,management,leadership,flexible,reporting,relationship management,data analysis,literacy,organisational,business management,computer literacy,communication,analytical,coordination,data management"
data entry officer part time,23-06-2022,The Co-Group Limited,1.5,32.89,hour,"Parttime, Permanent",,False,,Kings Park,New South Wales,,,excel,,"planning,reporting,data entry,attention to detail,organisation,motivated"
aps 6 senior data analyst,23-06-2022,The Australian Fisheries Management Authority,,,,,,False,,,,,,,"analytics,classification","analysis,negotiation,management,leadership,it,data analysis,communication,business intelligence"
data scientist  makeup,24-06-2022,L'Oreal,4.1,,,Fulltime,,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"r,cloud,google cloud,google data studio,google analytics,tableau,python,sql,bigquery,powerbi,excel",analytics,"management,stakeholder management,consulting,communication,analytical,flexible,organisation"
data architect  data  analytics,21-06-2022,EY,4.0,90000.0,year,,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,cloud,"visualization,blockchain,machine learning,artificial intelligence,ai,analytics","planning,management,leadership,training,consulting,confidence,strategic planning,communication,analytical,coordination,coaching,data management"
temp  reception  admin  data entry,21-06-2022,Qube Recruitment Pty Ltd,,37.5,hour,Fixed term,,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,data entry
data analyst,22-06-2022,Accenture,4.0,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,,"leadership,innovative,it,analytical,flexible,motivated"
principal data engineer,24-06-2022,BHP,4.1,,,,,False,,,,,,"s3,scala,java,cloud,pentaho,redshift,aws,python,sql,ec2","analytics,data mining,etl","listening,management,communication,flexible,productivity"
data engineer,,NSW Government -Department of Customer Service,,104747.5,year,,,False,,Sydney,New South Wales,-33.865,151.2094,cloud,"pipeline,analytics,research","research,customer service,management,reporting,innovative,it,analytical,flexible,organisation,data management"
operations and data analyst,22-06-2022,illion,,65000.0,year,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"sql,excel,sas",analytics,"reporting,innovative,independent,it,analytical,attention to detail"
data engineer,21-06-2022,City of Sydney,4.0,136440.5,year,"Fulltime, Permanent",,False,,Sydney Central Business District,New South Wales,,,"java,spark,power bi,sql,python,azure","pipeline,analytics,tuning,etl","business intelligence,motivated,management,communication"
data scientist  digital transformation,24-06-2022,PwC,4.0,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"tensorflow,cloud,google cloud,git,python,sql,docker,kubernetes,azure,pytorch","research,computer vision,classification,machine learning,ai,cleansing,data mining,natural language processing,analytics","analysis,training,data management,mentoring,business intelligence,attention to detail,coaching,critical thinking,research,collaboration,resilience,communication,analytical,management,consulting,organisational,flexible,verbal communication,business analysis"
data engineer aws,24-06-2022,XPT Software Australia PTY Ltd,,,,Fixed term,,True,Fully,,,,,"cloud,redshift,git,airflow,aws,sql,python","tuning,etl",it
data  reporting insights analyst,22-06-2022,QBE,3.6,,,Fulltime,Masters,True,Fully,Sydney,New South Wales,-33.865,151.2094,,recommendations,"analysis,management,reporting,decision making,it,organisational,resilience,flexible,coaching,risk management"
data migration analyst,24-06-2022,Link Group,2.7,,,,,False,,Parramatta,New South Wales,,,"sql,excel",analytics,"analysis,entrepreneurial,management,leadership,innovative,it,literacy,organisational,computer literacy,administration,communication,analytical,flexible,organisation,risk management"
azure data engineer vpsg62,24-06-2022,Victorian Building Authority,4.3,159802.0,year,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"sql,vba,azure",analytics,"confidence,business intelligence,it,organisation"
data engineers,24-06-2022,HiTech Personnel,,,,Fixed term,,True,Fully,Canberra,Australian Capital Territory,-35.2931,149.1269,"rstudio,r,cloud,spark,sas,python,sql,power bi,sql server,azure","analytics,machine learning,etl",
software engineer  data engineering team  harrisonai,24-06-2022,Harrison.ai,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"linux,cloud,rust,aws,python,unix,azure","artificial intelligence,ai","flexible,it,writing,training"
assistant director data visualisations and insights,21-06-2022,ACT Government,3.2,119319.0,year,"Fulltime, Fixed term",,True,Hybrid,Canberra,Australian Capital Territory,-35.2931,149.1269,power bi,analytics,"it,reporting,enthusiastic"
data analyst integrity,24-06-2022,HCF,1.9,,,Fulltime,Bachelors,False,,Sydney Central Business District,New South Wales,,,,,"analysis,written communication,reporting,training,it,communication,organisation"
gcp data engineer,24-06-2022,Infosys,3.9,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"gcp,airflow,cloud","research,etl","analysis,planning,research,management,it,consulting,attention to detail,communication,analytical,verbal communication,stakeholder management"
